activity,period,,,,,,
Travel,Morning,,,,,,
Travel,Morning,,,,,,
Travel,Morning,,,,,,
Travel,Morning,,,,,,
Travel,Morning,,,,,,
Travel,Morning,,,,,,
Feed,Morning,,,,,,35
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Feed,Morning,,,,,,
Social,Morning,,,,,,
Travel,Noon,,,,,,
Travel,Noon,,,,,,
Travel,Noon,,,,,,
Travel,Noon,,,,,,
Travel,Noon,,,,,,
Travel,Noon,,,,,,
Feed,Noon,,,,,,
Feed,Noon,,,,,,
Feed,Noon,,,,,,
Feed,Noon,,,,,,
Social,Noon,,,,,,
Social,Noon,,,,,,
Social,Noon,,,,,,
Social,Noon,,,,,,
Social,Noon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Travel,Afternoon,,,,,,
Feed,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Social,Afternoon,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Travel,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Feed,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
Social,Evening,,,,,,
