notreal,date,time,AMZN,KO
2473,10/27/14,2473,289.97,40.48
2474,10/28/14,2474,295.59,40.28
2475,10/29/14,2475,294.12,40.68
2476,10/30/14,2476,299.07,41.12
2477,10/31/14,2477,305.46,41.59
2478,11/3/14,2478,305.72,41.52
2479,11/4/14,2479,302.81,41.53
2480,11/5/14,2480,296.52,42.02
2481,11/6/14,2481,296.64,42
2482,11/7/14,2482,299.86,42.03
2483,11/10/14,2483,305.11,42.1
2484,11/11/14,2484,312.01,42.22
2485,11/12/14,2485,311.51,42.42
2486,11/13/14,2486,316.48,42.5
2487,11/14/14,2487,327.82,42.44
2488,11/17/14,2488,323.05,42.63
2489,11/18/14,2489,324.93,43.23
2490,11/19/14,2490,326.54,43.92
2491,11/20/14,2491,330.54,43.95
2492,11/21/14,2492,332.63,44.19
2493,11/24/14,2493,335.64,43.97
2494,11/25/14,2494,335.04,44.13
2495,11/26/14,2495,333.57,44.29
2496,11/28/14,2496,338.64,44.83
2497,12/1/14,2497,326,44.55
2498,12/2/14,2498,326.31,44.54
2499,12/3/14,2499,316.5,43.8
2500,12/4/14,2500,316.93,43.5
2501,12/5/14,2501,312.63,43.53
2502,12/8/14,2502,306.64,43.14
2503,12/9/14,2503,312.5,42.04
2504,12/10/14,2504,305.84,41.6
2505,12/11/14,2505,307.36,41.53
2506,12/12/14,2506,307.32,40.91
2507,12/15/14,2507,306.07,40.57
2508,12/16/14,2508,295.06,40.39
2509,12/17/14,2509,298.88,41.55
2510,12/18/14,2510,297.73,42.39
2511,12/19/14,2511,299.9,41.95
2512,12/22/14,2512,306.54,42.35
2513,12/23/14,2513,306.29,42.97
2514,12/24/14,2514,303.03,42.94
2515,12/26/14,2515,309.09,42.96
2516,12/29/14,2516,312.04,42.86
2517,12/30/14,2517,310.47,42.76
2518,12/31/14,2518,310.35,42.22
