GHO,indicator,pulish,year,region,wbincome,country,number,percentage
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Philippines,0.34,0.34
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Portugal,3,2.52
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Republic of Korea,0.69,0.69
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Republic of Moldova,2,1.69
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Russian Federation,2,1.64
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Saint Kitts and Nevis,0.01,0.01
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Saint Lucia,0.48,0.48
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Samoa,0.7,0.7
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Sao Tome and Principe,0.8,0.8
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Saudi Arabia,0.55,0.55
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Sierra Leone,0.91,0.91
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Singapore,0.87,0.87
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Slovenia,4,3.73
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Somalia,0.97,0.97
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,South Africa,0.91,0.91
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,South-East Asia,,Sri Lanka,0.22,0.22
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Suriname,0.2,0.2
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Swaziland,3,3.14
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Switzerland,3,3.3
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Tajikistan,0.5,0.5
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,South-East Asia,,Thailand,0.37,0.37
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,South-East Asia,,Timor-Leste,0.24,0.24
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Tunisia,0.51,0.51
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Turkmenistan,0.75,0.75
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Ukraine,3,2.5
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,United Kingdom,3,2.86
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Uruguay,2,2.46
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Vanuatu,0.47,0.47
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Yemen,0.69,0.69
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Zimbabwe,0.79,0.79
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Algeria,0.29,0.29
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Angola,1,1.23
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Armenia,2,2.2
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Austria,3,2.94
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Bahrain,0.33,0.33
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Barbados,1,1.19
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Belize,0.48,0.48
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,South-East Asia,,Bhutan,0.75,0.75
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Botswana,0.48,0.48
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Brunei Darussalam,0.17,0.17
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Burundi,0.81,0.81
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Cameroon,2,2.04
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Central African Republic,1,1.12
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Chile,2,1.81
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Comoros,0.87,0.87
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Cook Islands,0.61,0.61
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Croatia,4,4.4
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Cyprus,1,1.33
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,Low income,Democratic Republic of the Congo,0.59,0.59
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Djibouti,0.73,0.73
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Ecuador,0.76,0.76
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,El Salvador,0.6,0.6
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Estonia,3,3.34
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Fiji,0.48,0.48
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,France,2,2.38
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Gabon,3,3
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Georgia,2,1.93
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Ghana,0.8,0.8
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Greece,3,2.86
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Guatemala,0.29,0.29
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Guinea-Bissau,0.91,0.91
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Guyana,0.18,0.18
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Honduras,0.5,0.5
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Iceland,1,1.24
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,South-East Asia,,India,0.18,0.18
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Iran (Islamic Republic of),1,1
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Ireland,2,2.07
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Israel,3,2.75
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Jamaica,0.52,0.52
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Jordan,0.56,0.56
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Kazakhstan,2,1.84
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Kiribati,0.44,0.44
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Kyrgyzstan,0.91,0.91
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Lao People's Democratic Republic,0.26,0.26
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Lebanon,0.4,0.4
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Liberia,2,1.78
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Libya,0.63,0.63
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Luxembourg,3,2.72
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Malawi,1,1.04
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Malaysia,0.41,0.41
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Mali,0.34,0.34
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Marshall Islands,0.78,0.78
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Mauritania,0.92,0.92
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Mexico,0.93,0.93
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Monaco,2,2.31
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Mongolia,0.32,0.32
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Mozambique,0.84,0.84
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Namibia,2,2.1
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Nauru,0.59,0.59
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Netherlands,3,2.99
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Nicaragua,0.28,0.28
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Niue,2482,2481.51
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Oman,0.51,0.51
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Panama,0.77,0.77
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Paraguay,0.56,0.56
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Poland,4,3.51
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Qatar,0.22,0.22
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Romania,3,2.86
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Rwanda,1,1.16
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Saint Vincent and the Grenadines,0.04,0.04
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,San Marino,3,2.82
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Senegal,1,1.12
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Seychelles,0.86,0.86
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Slovakia,2,2.5
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Solomon Islands,0.34,0.34
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Spain,3,2.55
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Sudan,1,1.2
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Sweden,4,3.76
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,Syrian Arab Republic,0.24,0.24
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,The former Yugoslav Republic of Macedonia,3,3.25
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Togo,0.69,0.69
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Trinidad and Tobago,0.36,0.36
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Turkey,0.57,0.57
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Tuvalu,0.96,0.96
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Uganda,0.63,0.63
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Eastern Mediterranean,,United Arab Emirates,0.21,0.21
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,United Republic of Tanzania,1,1.2
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,United States of America,3,2.93
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Europe,,Uzbekistan,0.6,0.6
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Americas,,Venezuela (Bolivarian Republic of),0.99,0.99
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Western Pacific,,Viet Nam,0.13,0.13
UV_4,UV radiation attributable deaths per 100'000 capita,Published,2002,Africa,,Zambia,1,1.09
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Albania,27,26.93
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Angola,52,52.35
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Argentina,47,46.88
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Austria,37,37
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Bahamas,21,21.05
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Barbados,37,37.13
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Belgium,32,31.88
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Bhutan,139,139.07
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Bosnia and Herzegovina,31,30.58
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Brazil,37,36.9
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Brunei Darussalam,54,54.23
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Burkina Faso,43,42.69
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Cambodia,14,14.5
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Cameroon,64,63.88
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Cape Verde,60,59.52
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Chad,52,51.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Chile,42,41.9
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Colombia,28,28.05
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Congo,53,53.38
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Cook Islands,24,24.35
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,C??te d'Ivoire,45,44.97
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Cuba,45,45.36
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Cyprus,51,50.53
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Democratic People's Republic of Korea,24,24.21
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Denmark,52,51.95
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Djibouti,58,57.95
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Dominican Republic,23,22.84
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Egypt,36,35.75
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,El Salvador,24,23.92
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Eritrea,50,49.77
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Ethiopia,52,51.56
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Fiji,24,24.24
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,France,32,32.23
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Gambia,57,57.23
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Georgia,30,29.58
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Ghana,57,56.67
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Grenada,17,17.02
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Guatemala,31,31.32
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Guinea-Bissau,56,56.4
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Haiti,25,24.69
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Honduras,21,20.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Iceland,15,14.69
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Indonesia,66,66.36
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Iran (Islamic Republic of),41,41.48
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Ireland,28,27.71
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Italy,37,37.47
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Jordan,37,36.88
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Kenya,47,47.35
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Kyrgyzstan,21,20.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Latvia,44,43.7
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Liberia,62,61.71
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Lithuania,39,38.61
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Malawi,50,49.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Maldives,136,135.68
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Marshall Islands,28,27.6
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Mauritius,87,86.71
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Monaco,30,29.79
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Morocco,38,37.59
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Namibia,75,75.11
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Nepal,38,37.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Nicaragua,32,31.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Nigeria,50,49.76
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Oman,38,38.16
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Palau,25,25.48
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Paraguay,20,20.06
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Philippines,52,51.97
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Qatar,29,28.94
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Republic of Moldova,31,31.31
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Rwanda,51,50.89
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Saint Lucia,16,15.85
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Samoa,22,22.39
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,San Marino,28,27.67
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Saudi Arabia,39,39.42
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Seychelles,91,91.27
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Singapore,33,32.55
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Slovenia,52,52.33
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Solomon Islands,15,14.66
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,South Africa,67,66.96
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Sri Lanka,74,74.07
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Sudan,74,73.62
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Swaziland,70,70.33
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Switzerland,40,40.25
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Syrian Arab Republic,28,27.8
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Thailand,71,70.68
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Timor-Leste,9,9.22
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Togo,47,46.57
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Tunisia,37,36.93
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Tuvalu,30,29.5
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Ukraine,39,38.91
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,United Republic of Tanzania,56,55.98
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Uruguay,54,53.62
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Venezuela (Bolivarian Republic of),28,27.89
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Yemen,51,50.78
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Afghanistan,48,48.46
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Algeria,61,60.61
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Andorra,29,29.02
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Antigua and Barbuda,18,18.11
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Armenia,36,36.21
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Australia,61,61.3
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Azerbaijan,17,17.11
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Bahrain,33,32.73
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Bangladesh,37,37.09
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Belarus,40,39.91
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Belize,14,13.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Benin,45,45.38
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Bolivia (Plurinational State of),55,54.64
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Botswana,51,50.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Bulgaria,35,34.64
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Burundi,48,47.58
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Canada,34,34.04
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Central African Republic,60,59.93
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,China,25,24.82
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Comoros,70,70.07
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Costa Rica,39,38.87
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Croatia,53,52.97
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Czech Republic,43,43.47
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,Low income,Democratic Republic of the Congo,47,46.95
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Dominica,20,19.56
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Ecuador,43,43.02
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Equatorial Guinea,53,53.48
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Estonia,40,39.84
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Finland,34,33.89
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Gabon,79,78.98
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Germany,34,34.37
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Greece,32,32.26
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Guinea,52,51.54
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Guyana,19,18.7
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Hungary,47,47.2
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,India,46,46.41
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Iraq,37,36.83
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Israel,33,33.45
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Jamaica,20,20.39
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Japan,18,18.11
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Kazakhstan,31,31.35
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Kiribati,24,24.05
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Kuwait,30,30.44
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Lao People's Democratic Republic,16,16.01
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Lebanon,32,32.01
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Lesotho,7,6.63
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Eastern Mediterranean,,Libya,38,37.59
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Luxembourg,36,35.66
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Madagascar,59,58.88
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Malaysia,62,62.5
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Mali,7,7.38
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Europe,,Malta,31,30.65
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Mauritania,58,57.55
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Americas,,Mexico,26,25.86
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Micronesia (Federated States of),44,43.73
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Mongolia,15,14.61
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Africa,,Mozambique,53,53.43
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,South-East Asia,,Myanmar,29,29.35
UV_5,UV radiation attributable DALYs per 100'000 capita,Published,2002,Western Pacific,,Nauru,32,32.29
